"","series","day","doy","shrink_start","shrink_end","shrink_dur","shrink_amp","shrink_slope","exp_start","exp_end","exp_dur","exp_amp","exp_slope","phase_class"
"203","140",2023-03-18,77,2023-03-17 10:00:00,2023-03-18 09:00:00,1380,-29,-0.000472342995171069,2023-03-18 09:00:00,2023-03-18 17:00:00,480,5,0.000143518518518519,-1
"204","140",2023-03-19,78,2023-03-18 17:00:00,2023-03-19 06:00:00,780,-6,-0.000140415140415313,NA,NA,NA,NA,NA,NA
"205","140",2023-03-20,79,NA,NA,NA,NA,NA,2023-03-19 06:00:00,2023-03-20 17:00:00,2100,57,0.000489310739310751,NA
"206","140",2023-03-22,81,2023-03-20 17:00:00,2023-03-22 01:00:00,1920,-37,-0.000203505644682676,2023-03-22 01:00:00,2023-03-22 14:00:00,780,3,2.19780219779794e-05,NA
"207","140",2023-03-23,82,2023-03-22 14:00:00,2023-03-23 00:00:00,600,-11,-0.000194444444448735,NA,NA,NA,NA,NA,NA
"208","140",2023-03-26,85,NA,NA,NA,NA,NA,2023-03-23 00:00:00,2023-03-26 01:00:00,4380,89,0.00037167372852313,NA
"209","140",2023-03-27,86,NA,NA,NA,NA,NA,2023-03-26 09:00:00,2023-03-27 17:00:00,1920,8,4.27064765298824e-05,NA
"210","140",2023-03-28,87,2023-03-27 17:00:00,2023-03-28 01:00:00,480,-10,-0.000319444444444478,NA,NA,NA,NA,NA,NA
"211","140",2023-03-29,88,NA,NA,NA,NA,NA,2023-03-28 01:00:00,2023-03-29 09:00:00,1920,5,3.22155377303133e-05,NA
"212","140",2023-03-30,89,2023-03-29 13:00:00,2023-03-30 19:00:00,1800,-25,-0.000291330645162289,NA,NA,NA,NA,NA,NA
"213","140",2023-04-02,92,NA,NA,NA,NA,NA,2023-03-30 19:00:00,2023-04-02 22:00:00,4500,62,0.000204818865344951,NA
"214","140",2023-04-05,95,2023-04-05 13:00:00,2023-04-05 23:00:00,600,-4,-4.54545454542795e-05,2023-04-03 07:00:00,2023-04-05 13:00:00,3240,8,1.68550585217543e-05,1
"215","140",2023-04-07,97,NA,NA,NA,NA,NA,2023-04-06 23:00:00,2023-04-07 19:00:00,1200,4,2.70562770564183e-05,NA
"216","140",2023-04-09,99,2023-04-07 19:00:00,2023-04-09 01:00:00,1800,-18,-9.40860215055375e-05,NA,NA,NA,NA,NA,NA
"217","140",2023-04-11,101,NA,NA,NA,NA,NA,2023-04-09 01:00:00,2023-04-11 16:00:00,3780,71,0.000345129985754986,NA
"218","140",2023-04-12,102,2023-04-11 16:00:00,2023-04-12 11:00:00,1140,-2,-2.36006683375298e-05,NA,NA,NA,NA,NA,NA
"219","140",2023-04-15,105,2023-04-12 15:00:00,2023-04-15 01:00:00,3480,-43,-0.000220306513410163,2023-04-15 01:00:00,2023-04-15 16:00:00,900,4,4.12581699346361e-05,NA
"220","140",2023-04-16,106,2023-04-15 16:00:00,2023-04-16 00:00:00,480,-2,-5.09259259259259e-05,NA,NA,NA,NA,NA,NA
"221","140",2023-04-17,107,2023-04-17 11:00:00,2023-04-17 20:00:00,540,-2,-1.34680134680521e-05,2023-04-16 00:00:00,2023-04-17 11:00:00,2100,34,0.000289932789932792,1
"222","140",2023-04-18,108,NA,NA,NA,NA,NA,2023-04-17 20:00:00,2023-04-18 17:00:00,1260,23,0.000319969885183496,NA
"223","140",2023-04-19,109,2023-04-18 17:00:00,2023-04-19 10:00:00,1020,-4,-2.63731223483037e-05,NA,NA,NA,NA,NA,NA
"224","140",2023-04-22,112,NA,NA,NA,NA,NA,2023-04-19 10:00:00,2023-04-22 15:00:00,4620,77,0.000240325778300263,NA
